Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,7,2026-02-22,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-08-19,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2025-12-31,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-08-03,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-08-22,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,23,2025-05-26,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2026-04-26,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-05-29,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-07-16,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-07-04,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-17,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,12,2025-12-28,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2025-07-03,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-09,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-07-11,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2026-02-23,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-03-27,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-07-14,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-17,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,8,2025-11-23,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,14,2026-03-18,EU
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-03-21,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-07-27,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,5,2025-09-09,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-04-06,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2025-09-24,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-07-23,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-09-09,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2026-05-11,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-11-29,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-07,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-03,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-02-21,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-01-11,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-02-06,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2025-09-17,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-10,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,14,2026-02-23,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,10,2025-09-19,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,4,2025-12-07,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-06-24,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,18,2025-05-31,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-01-29,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-07-14,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,2,2025-12-10,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,16,2026-03-18,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,13,2025-12-12,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-03-10,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-03-23,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,14,2026-03-01,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-04-20,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-08,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,6,2026-05-02,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2026-02-14,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-09-09,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,11,2026-04-23,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,15,2026-05-03,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,4,2026-04-19,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-10,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,8,2025-05-31,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-02,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-01-01,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-08-13,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,28,2025-07-22,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-02-17,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-07-06,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-09-01,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-05-25,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-01-05,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2025-10-16,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2026-03-17,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,18,2025-09-21,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-05-27,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-10-31,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-08-04,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2025-07-28,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-09-13,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-03-04,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-06-28,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-08-31,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-10,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,15,2025-09-13,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,15,2026-04-17,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,1,2026-05-25,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-01,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-07-09,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-02,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-12-03,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,19,2025-08-27,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-10-22,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2025-05-27,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-31,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-03-30,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2026-04-14,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-07-28,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,14,2025-09-22,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-01-30,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,6,2025-10-04,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-11-20,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-18,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2025-12-30,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-05-03,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,9,2025-12-15,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,3,2025-06-01,US
Plastic Pellets,Raw Materials,5.0,12.0,1681,641,2709,South,Omega Components,0.55,18,,,,,,
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-03-28,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-11-05,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,5,2026-05-18,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,9,2026-04-01,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2026-04-11,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,15,2025-11-07,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2026-03-06,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-11-12,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-05-10,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-01-26,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-12-19,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-06-15,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-07-29,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-09-01,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-07-22,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-09-10,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-04-02,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-04-02,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2025-06-21,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,7,2025-07-25,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-10-16,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,24,2025-05-31,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,6,2025-07-04,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,10,2026-04-05,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-05-09,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-09-29,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-06-18,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,11,2025-10-04,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,5,2025-09-18,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2026-05-25,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,5,2025-09-07,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-06,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,5,2025-11-24,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2025-10-02,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2025-05-29,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2025-06-23,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2026-02-06,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,11,2025-08-03,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-01-12,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-11-12,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,16,2025-12-15,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-10-28,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2026-03-15,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-10-26,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-15,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2026-03-08,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-03-12,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2025-11-24,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-08-18,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,10,2025-10-18,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-05-23,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,4,2025-08-27,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-10-10,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-12-11,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-01-30,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,2,2025-07-15,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-06-19,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-20,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-08-02,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-12-01,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-03-07,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,45,2025-12-10,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-15,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2026-05-12,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-04-09,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,9,2025-08-17,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-06-03,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-03-05,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2026-04-11,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,29,2025-10-08,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-16,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-07-05,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-08-16,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2026-04-20,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-11-08,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-10-18,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-02-23,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,6,2026-02-12,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,3,2025-07-02,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-05-26,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-06-09,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,19,2025-08-13,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,23,2025-07-18,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-11-16,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-12-03,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,13,2025-10-04,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-01-28,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2026-04-01,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-07-12,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,12,2025-11-16,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-04-30,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2026-03-06,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-28,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,19,2025-06-06,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-14,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2025-08-07,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,20,2025-06-20,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-10-12,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2025-08-16,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-16,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-08-13,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-12-13,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,26,2025-10-21,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-05-03,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-09-16,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,3,2026-02-04,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-02-10,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-12-19,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2026-04-24,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-04-16,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2026-04-20,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-03-12,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-11-09,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-04-23,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-01-21,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-01-31,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-06-04,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-07-09,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,15,2025-12-14,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-11-11,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-09-18,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-10-02,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-06-23,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-08,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-01-07,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-01-05,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-24,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-14,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-06-16,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-17,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,5,2025-10-12,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2026-02-25,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2026-03-20,EU
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2025-08-08,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-07-18,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,5,2025-10-14,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,18,2026-03-22,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,16,2026-03-05,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-11-23,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,6,2025-11-14,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,6,2025-10-21,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2025-09-25,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-09-07,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-11-28,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-04,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-12-07,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-05,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-08-31,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-08-24,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-09-25,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,27,2025-07-23,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-16,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,19,2025-10-22,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2026-05-10,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-19,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-06,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,7,2025-10-20,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-23,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-28,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-10-19,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,31,2025-10-21,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-14,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,6,2026-01-22,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2025-06-19,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-11,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-03-03,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,15,2025-06-14,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-12-25,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-05-06,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2026-04-08,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-04-24,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,12,2025-10-20,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-08-31,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-07-19,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-18,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-04-11,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,14,2026-03-26,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,19,2025-10-17,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-17,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,7,2025-11-05,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-25,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-03-21,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2026-04-11,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-24,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-20,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,21,2025-08-26,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,17,2025-10-01,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,14,2025-10-07,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-02,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-24,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2026-05-25,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,3,2025-06-09,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,15,2025-10-15,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,5,2026-05-04,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-09-14,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-22,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-01,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-03-22,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2026-05-24,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-20,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2026-04-05,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,20,2025-08-26,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,12,2026-01-05,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-09-27,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-02,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,28,2026-03-14,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-12-28,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-05-14,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,8,2025-11-24,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-09-04,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-01-31,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2025-08-06,US
