Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Coat Rack Standing Eco,1196.59,1462.74,28,Furniture,Primary,1,171
Waste Basket Metal Compact,264.52,294.29,65,Furniture,East Coast,1,102
Under-Desk Drawer Unit Premium,1107.2,1518.42,85,Furniture,West Coast,2,117
Computer Desk Compact Elite,650.93,762.74,96,Furniture,International,2,103
Gaming Chair Racing Bulk,710.43,948.12,13,Furniture,Midwest,2,139
Recliner Leather Smart,536.61,655.95,65,Furniture,International,2,106
3-Seat Sofa Fabric Compact,775.85,968.17,28,Furniture,West Coast,2,138
Coffee Table Glass XL,333.76,400.21,10,Furniture,International,2,148
Side Table Round HD,1258.48,1752.5,86,Furniture,South,2,145
TV Stand 65in V3,944.44,1286.11,66,Furniture,South,1,137
Shoe Rack 4-Tier Eco,937.74,1292.25,85,Furniture,East Coast,2,180
Wardrobe Sliding-Door HD,1170.85,1363.75,52,Furniture,West Coast,2,166
6-Drawer Dresser Eco,245.56,333.52,60,Furniture,South,2,146
Nightstand 2-Drawer Lite+,41.25,51.66,79,Furniture,East Coast,2,131
Queen Bed Frame Metal HD,1088.03,1395.97,29,Furniture,East Coast,2,138
Queen Memory Foam Mattress HD,1395.65,1824.33,70,Furniture,Primary,1,145
Dining Table 6-seat Oak Standard,470.61,526.08,94,Furniture,East Coast,1,176
Dining Chair Padded 2pk Basic,402.38,498.57,95,Furniture,Midwest,1,106
Bar Stool Adjustable V3,417.7,574.48,99,Furniture,Primary,1,172
Kitchen Island Cart Ultra,644.93,886.39,64,Furniture,West Coast,1,175
Pantry Cabinet Tall Premium,901.69,1241.29,87,Furniture,South,1,130
Bathroom Vanity 36in Pro,121.59,138.77,73,Furniture,West Coast,2,114
Mirror Cabinet LED Plus,958.54,1252.56,83,Furniture,West Coast,1,138
Laundry Hamper Bamboo Pro,933.08,1294.95,14,Furniture,West Coast,2,126
Room Divider 4-Panel Eco,1242.64,1418.82,61,Furniture,East Coast,2,129
Accent Chair Velvet Lite+,881.9,1190.33,44,Furniture,International,1,110
Ottoman Storage Mini,187.44,219.62,47,Furniture,East Coast,1,135
Console Table Entryway Compact,523.63,715.0,35,Furniture,Midwest,1,170
Storage Bench Entryway Compact,1271.84,1706.6,46,Furniture,South,1,106
All-Purpose Cleaner 1gal XL,23.32,35.31,4588,Cleaning,West Coast,32,6427
Glass Cleaner Spray 32oz Bulk,43.05,59.4,3583,Cleaning,South,12,8269
Disinfectant Wipes 6pk Lite,27.14,38.32,692,Cleaning,West Coast,40,7726
Floor Cleaner Concentrate XL,37.64,52.93,1851,Cleaning,Primary,39,7861
Bathroom Cleaner Foaming HD,7.84,10.53,931,Cleaning,East Coast,36,6866
Kitchen Degreaser Eco,21.02,30.32,1200,Cleaning,West Coast,15,7735
Air Freshener Refills 3pk Lite+,18.11,26.47,1416,Cleaning,Primary,37,6054
Microfiber Cloths 12pk V2,34.39,43.48,2159,Cleaning,South,43,5485
Scrub Sponges 6pk Ultra,18.87,23.72,535,Cleaning,East Coast,37,7338
Rubber Gloves Latex 3pk Lite,27.95,40.97,215,Cleaning,South,25,8780
Trash Bags 13gal 50pk Smart,16.45,21.17,4097,Cleaning,West Coast,13,6272
Paper Towels 12-Roll Plus,32.63,52.55,4884,Cleaning,East Coast,44,5585
Toilet Paper 24-Roll HD,20.95,33.28,868,Cleaning,East Coast,21,8900
Hand Soap Refill 1gal Premium,35.61,59.25,4400,Cleaning,Primary,45,7173
Hand Sanitizer Pump 32oz Standard,23.59,39.52,790,Cleaning,East Coast,28,7663
Spin Mop System Plus,8.25,12.82,2034,Cleaning,West Coast,35,6219
Angle Broom Plus,38.94,51.49,1489,Cleaning,East Coast,25,5438
Dustpan Combo Premium,7.7,11.02,3089,Cleaning,Midwest,38,6550
Vacuum Bags 6pk V2,28.07,35.98,2763,Cleaning,Primary,28,7418
Dish Soap Lemon 32oz Standard,29.03,39.1,746,Cleaning,International,43,8485
Dishwasher Pods 60pk V3,29.82,40.98,3101,Cleaning,Primary,24,8749
Laundry Detergent 100oz Plus,31.48,52.82,4844,Cleaning,Primary,40,6981
Fabric Softener Sheets 240ct Mini,15.79,22.96,4838,Cleaning,International,17,8885
Stain Remover Spray Ultra,28.01,40.47,2833,Cleaning,Midwest,14,8726
Bleach Concentrate 1gal V3,38.86,58.47,3550,Cleaning,South,19,7807
Extendable Duster 10ft Lite,33.98,54.9,4057,Cleaning,South,24,8359
Window Squeegee 12in Max,8.74,13.52,2066,Cleaning,Primary,35,7323
Toilet Brush Set Bulk,21.03,33.43,3614,Cleaning,Primary,40,5466
Heavy-Duty Plunger XL,7.89,11.89,3746,Cleaning,Midwest,41,5004
Drain Cleaner Gel 32oz Standard,16.89,26.14,713,Cleaning,East Coast,33,8536
Lint Roller Mega 4pk Plus,12.93,18.22,134,Cleaning,East Coast,21,5024
Carpet Cleaner Shampoo Compact,33.92,51.23,4641,Cleaning,South,41,7273
Wood Polish Spray Plus,40.14,65.12,2586,Cleaning,Primary,50,6418
Stainless Steel Cleaner V2,27.56,41.38,3757,Cleaning,East Coast,35,5193
Oven Cleaner Heavy-Duty Plus,13.7,21.27,1735,Cleaning,International,27,6671
Grout Cleaner Brush Set Ultra,31.22,43.67,613,Cleaning,International,44,7912
First Aid Kit 200-Piece Max,62.3,80.89,527,Safety,Primary,3,1045
Fire Extinguisher ABC 5lb Eco,208.04,287.67,467,Safety,Primary,4,1073
Safety Goggles Anti-Fog Bulk,27.73,34.26,394,Safety,South,2,1102
Work Gloves Leather 12pk Standard,42.44,48.85,250,Safety,South,10,1673
Hard Hat OSHA-Compliant V2,92.33,113.81,42,Safety,East Coast,10,1757
Safety Vest Hi-Vis 10pk Lite,220.73,305.76,545,Safety,International,3,1741
Ear Plugs NRR32 50pk HD,57.9,83.63,253,Safety,International,10,1578
N95 Dust Masks 50pk Lite,163.18,227.72,261,Safety,Primary,8,1614
Face Shields Anti-Fog 5pk Ultra,188.02,255.21,323,Safety,Midwest,9,1438
Steel-Toe Work Boots V2,14.4,16.68,142,Safety,International,3,1263
Knee Pads Gel-Insert Mini,195.79,291.39,945,Safety,Primary,2,1467
Back Support Belt Large HD,62.64,84.33,902,Safety,International,2,1669
Anti-Fatigue Mat 3x5ft Basic,209.97,265.03,194,Safety,Primary,5,1469
Wet Floor Sign Bilingual Advanced,94.71,134.27,913,Safety,West Coast,3,1637
Traffic Cone 28in Standard,92.37,136.45,440,Safety,South,9,1145
Fire Blanket 4x6ft Compact,88.0,113.2,127,Safety,Midwest,4,1464
Smoke Detector 10-Year Lite+,22.33,29.11,761,Safety,International,3,1704
CO Detector Digital Advanced,126.62,178.85,876,Safety,South,8,1246
Emergency Kit 72-Hour XL,102.0,122.1,421,Safety,Midwest,8,1794
Heavy-Duty Flashlight Basic,57.03,66.09,382,Safety,Midwest,9,1212
AA Batteries 24pk Mini,51.31,74.2,547,Safety,West Coast,9,1765
AAA Batteries 24pk Plus,43.97,52.72,713,Safety,Midwest,6,1683
Extension Cord 25ft 12AWG Lite,77.58,110.6,917,Safety,Midwest,8,1180
Power Strip 6-Outlet USB HD,53.58,65.71,313,Safety,Midwest,3,1073
Cable Protector Ramp HD,195.45,271.57,188,Safety,East Coast,3,1383
Lockout Tagout Kit Standard,129.31,153.81,416,Safety,Midwest,10,1754
Hazmat Spill Kit 5gal V3,222.13,287.77,500,Safety,Midwest,2,1256
Eye Wash Station Wall Bulk,96.15,143.45,406,Safety,Primary,10,1494
Flammable Storage Cabinet V3,96.22,129.47,994,Safety,Primary,5,1003
4-Gas Detector Meter Premium,136.7,180.48,627,Safety,International,5,1411
Small Box 8x8x8 25pk Eco,62.42,76.87,5744,Packaging,East Coast,93,17991
Medium Box 12x12x12 25pk Max,70.37,104.34,9829,Packaging,International,34,15417
Large Box 18x18x18 15pk V2,43.95,53.75,5503,Packaging,West Coast,96,11827
Bubble Wrap Roll 175ft Lite,4.89,6.38,6278,Packaging,Primary,38,14743
Packing Peanuts 14cu ft Lite,49.35,62.58,8514,Packaging,Midwest,40,12300
Shipping Tape Clear 6pk Mini,47.15,56.97,8889,Packaging,International,34,13656
Shipping Labels 4x6 500ct Elite,69.77,110.12,975,Packaging,International,81,12741
Poly Mailers 10x13 100pk Ultra,47.8,71.3,8630,Packaging,South,52,16820
Stretch Wrap 18in 1000ft Lite+,80.6,115.47,7453,Packaging,Primary,99,14917
Kraft Packing Paper 25lb Bulk,15.35,23.75,1844,Packaging,Primary,82,11017
Foam Sheets 12x12 50pk Premium,49.62,67.67,5600,Packaging,South,73,12915
Strapping Tape 2in 6pk Mini,50.21,70.99,1771,Packaging,Primary,21,13544
Pallet Wrap 80ga 1500ft Lite+,19.8,30.1,5234,Packaging,East Coast,72,17057
Air Pillow Film Roll Mini,89.39,114.42,1642,Packaging,Midwest,41,14885
Tissue Paper White 100pk XL,75.12,103.62,3016,Packaging,Midwest,73,10846
Gift Boxes Assorted 12pk Smart,28.15,38.4,8095,Packaging,Primary,91,14154
Satin Ribbon Roll 50yd Lite,52.08,81.07,8710,Packaging,South,95,15310
Gift Bags Medium 24pk Elite,5.77,8.15,2831,Packaging,East Coast,26,10932
Kraft Paper Roll 36in x 200ft Pro,45.46,62.3,8189,Packaging,International,64,11544
Corrugated Roll 48in x 100ft V2,11.23,14.47,3286,Packaging,Primary,73,17544
Whole Bean Coffee 2lb Eco,6.07,8.28,2188,Food & Beverage,South,16,4096
Ground Coffee Medium 5lb Plus,41.98,48.94,2853,Food & Beverage,East Coast,25,3230
Earl Grey Tea 200ct Lite+,37.65,51.22,1241,Food & Beverage,West Coast,17,5113
Cane Sugar 10lb Advanced,13.92,19.39,990,Food & Beverage,South,27,5400
Coffee Creamer Singles 100pk Mini,10.12,14.65,922,Food & Beverage,East Coast,25,3631
Paper Cups 12oz 100pk Bulk,43.19,63.15,463,Food & Beverage,Primary,20,4115
PLA Lids 12oz 100pk Smart,39.13,47.52,2314,Food & Beverage,Midwest,8,4040
Wood Stirrers 1000pk HD,49.6,72.74,465,Food & Beverage,International,28,3746
Cocktail Napkins 500pk V3,23.51,27.34,2881,Food & Beverage,East Coast,23,4618
Paper Plates 9in 100pk Elite,33.71,42.99,430,Food & Beverage,West Coast,12,5272
Wood Cutlery Set 200pk Bulk,14.39,18.13,921,Food & Beverage,South,30,3215
Spring Water 24pk 16oz Eco,2.46,3.49,1956,Food & Beverage,South,25,4638
Granola Bars Variety 36pk Bulk,43.08,58.92,2694,Food & Beverage,International,24,4755
Mixed Nuts 2lb Canister Standard,21.21,30.24,2235,Food & Beverage,International,20,3555
Dried Fruit Mix 3lb Premium,50.48,58.62,2533,Food & Beverage,International,25,3720
Multigrain Crackers 8pk Mini,26.43,36.28,800,Food & Beverage,Midwest,16,3380
Creamy Peanut Butter 40oz Compact,28.94,33.96,874,Food & Beverage,East Coast,12,4927
Strawberry Jam 32oz HD,26.0,34.25,587,Food & Beverage,International,9,4961
Chicken Noodle Soup 6pk Eco,39.45,58.82,2923,Food & Beverage,East Coast,11,4251
Solid Light Tuna 8pk V2,36.26,51.03,1137,Food & Beverage,International,9,5151
Jasmine Rice 25lb Eco,44.97,52.68,2789,Food & Beverage,International,13,3757
Penne Pasta 6pk 1lb Eco,25.0,31.45,89,Food & Beverage,Primary,9,5229
Extra Virgin Olive Oil 1L Standard,17.38,21.01,2294,Food & Beverage,International,14,3636
Balsamic Vinegar 500ml Pro,10.34,12.9,1536,Food & Beverage,Midwest,6,4260
Sea Salt & Pepper Set HD,20.6,30.14,402,Food & Beverage,Midwest,9,5108
Spice Rack 20-Jar Lite,53.93,69.88,1152,Food & Beverage,West Coast,6,5359
Raw Honey 32oz Mini,18.37,23.39,2573,Food & Beverage,East Coast,23,3266
Organic Granola 2lb Ultra,4.06,5.11,2636,Food & Beverage,West Coast,10,4229
Whey Protein 5lb Chocolate Lite,38.27,52.36,2113,Food & Beverage,Primary,11,4579
Electrolyte Mix 30pk Lemon Lite,3.44,4.2,1600,Food & Beverage,East Coast,16,4094
Wireless Mouse Elite,536.3,654.38,329,Electronics,Midwest,2,623
Mechanical Keyboard Compact,641.46,848.72,344,Electronics,East Coast,4,807
USB-C Hub V2,515.01,640.41,280,Electronics,South,4,547
Webcam HD Premium,88.11,103.63,426,Electronics,East Coast,5,900
Bluetooth Speaker Smart,610.74,906.53,411,Electronics,East Coast,2,656
Portable Charger Premium,590.07,881.25,155,Electronics,Midwest,1,693
HDMI Cable V2,463.59,567.96,214,Electronics,West Coast,2,603
SSD 1TB Advanced,487.22,605.14,126,Electronics,Midwest,3,606
RAM 16GB Module XL,96.76,148.32,274,Electronics,South,4,723
Graphics Card RTX Premium,659.83,892.81,402,Electronics,East Coast,3,647
CPU Processor Standard,227.93,313.36,201,Electronics,South,5,568
Motherboard ATX Bulk,312.46,415.54,109,Electronics,South,3,511
Power Supply 750W XL,150.96,219.44,291,Electronics,West Coast,5,818
PC Case Mid-Tower Smart,248.42,383.61,250,Electronics,South,1,627
Monitor 27 4K HD,726.97,1011.96,496,Electronics,West Coast,4,645
Laptop Stand Aluminum V3,293.83,349.2,446,Electronics,West Coast,4,707
Noise Cancelling Headphones Plus,236.46,283.71,286,Electronics,Primary,5,603
Smart Watch Pro Plus,687.01,1009.4,179,Electronics,South,3,569
Fitness Tracker Band Advanced,854.84,1055.65,145,Electronics,International,3,878
Wireless Earbuds Smart,582.33,825.04,269,Electronics,Midwest,4,720
Tablet 10 inch Elite,487.31,673.34,238,Electronics,International,1,709
E-Reader Paperwhite Mini,414.53,618.21,333,Electronics,South,1,721
Smart Plug WiFi Plus,81.08,101.7,230,Electronics,Primary,1,541
WiFi Router AX V3,719.59,902.57,492,Electronics,West Coast,4,552
Network Switch 8-Port Compact,434.99,562.62,226,Electronics,International,3,500
External HDD 2TB Bulk,73.53,105.97,221,Electronics,Primary,1,851
Flash Drive 128GB Compact,444.8,563.57,293,Electronics,West Coast,2,604
Memory Card 256GB V3,872.84,1132.23,459,Electronics,South,4,794
Desk Lamp LED Bulk,21.69,33.41,479,Electronics,Primary,3,665
Phone Charger 65W Bulk,704.48,925.27,367,Electronics,Midwest,5,617
Screen Protector Glass Bulk,283.23,341.09,369,Electronics,South,3,591
Phone Case Silicone HD,69.53,103.08,279,Electronics,West Coast,5,585
Laptop Sleeve 15in Ultra,116.31,178.37,437,Electronics,Primary,2,669
Monitor Arm Single Eco,487.33,730.27,256,Electronics,East Coast,4,881
Keyboard Wrist Rest Compact,787.72,1000.67,409,Electronics,Midwest,1,822
Mouse Pad XXL Eco,467.99,592.01,130,Electronics,Primary,4,786
Cable Management Kit Compact,180.3,244.28,118,Electronics,Primary,1,868
Surge Protector 12-Outlet Pro,693.95,1034.03,77,Electronics,South,4,781
UPS Battery 1500VA Compact,542.97,642.67,417,Electronics,East Coast,5,832
USB Microphone Pro,684.39,962.99,262,Electronics,International,3,575
Ring Light 18in Lite+,416.4,566.17,393,Electronics,East Coast,4,524
Green Screen 5x7ft Compact,298.16,360.38,489,Electronics,Midwest,2,882
Streaming Deck MK2 V3,232.09,330.03,113,Electronics,Midwest,5,632
Capture Card 4K Advanced,703.89,915.77,383,Electronics,Primary,2,619
Drone Camera Pro Basic,69.39,106.53,105,Electronics,Midwest,2,689
Action Camera 4K HD,84.46,121.25,385,Electronics,East Coast,1,729
Digital Camera Mirrorless Mini,797.89,1013.78,448,Electronics,Midwest,3,736
Camera Lens 50mm HD,159.89,210.32,74,Electronics,Midwest,4,625
Tripod Carbon Fiber Ultra,486.67,695.28,265,Electronics,South,5,783
Camera Bag Backpack Lite+,733.28,920.99,258,Electronics,West Coast,3,813
SD Card Reader Standard,586.81,895.69,434,Electronics,West Coast,5,864
Ballpoint Pens 12pk Max,106.15,181.42,933,Office Supplies,Primary,18,2519
Sticky Notes 8pk Eco,86.24,127.59,1161,Office Supplies,Primary,19,2576
File Folders 24pk Premium,157.11,190.66,1794,Office Supplies,Midwest,19,2862
Printer Paper A4 5-Ream XL,15.41,24.01,738,Office Supplies,Primary,10,2610
Ink Cartridge Black XL Lite,57.76,85.64,445,Office Supplies,South,10,2121
Ink Cartridge Color Combo Elite,11.42,13.93,1489,Office Supplies,West Coast,5,3169
Desk Organizer Bamboo Plus,143.54,204.34,751,Office Supplies,East Coast,20,2307
Paper Shredder Cross-Cut Standard,130.3,183.21,1095,Office Supplies,International,14,3340
Laminator Machine A4 HD,66.42,93.33,389,Office Supplies,East Coast,10,3386
Label Maker Portable HD,77.94,95.02,1419,Office Supplies,West Coast,4,2075
Whiteboard Magnetic 48x36 Ultra,6.17,11.1,1529,Office Supplies,Primary,6,2143
Dry Erase Markers 8pk Eco,146.87,227.79,1563,Office Supplies,Primary,15,2863
Whiteboard Eraser Lite,108.4,179.86,1047,Office Supplies,Primary,16,2643
Stapler Heavy-Duty Lite,99.02,159.39,671,Office Supplies,International,20,2440
Staples 5000pk Ultra,141.97,193.93,893,Office Supplies,International,6,2638
Tape Dispenser Desktop Standard,85.2,123.97,210,Office Supplies,International,20,3316
Scissors Titanium HD,92.49,148.11,594,Office Supplies,South,18,3501
Paper Clips 100pk HD,72.58,115.44,1621,Office Supplies,East Coast,16,3121
Binder Clips Assorted 24pk Smart,3.83,5.45,292,Office Supplies,West Coast,15,2827
Rubber Bands 1lb Smart,105.92,128.17,1334,Office Supplies,International,6,2565
Envelopes White 100pk V2,126.55,204.38,27,Office Supplies,International,9,3176
Notebooks College-Ruled 6pk V2,89.85,156.78,1771,Office Supplies,West Coast,4,2646
Daily Planner 2024 Lite+,122.79,193.26,884,Office Supplies,Primary,9,2318
Scientific Calculator Premium,10.81,13.41,1813,Office Supplies,Midwest,6,3089
Ruler Metal 12in Compact,6.77,10.09,943,Office Supplies,South,11,2436
3-Hole Punch Elite,151.0,204.15,1521,Office Supplies,East Coast,20,2695
Letter Tray Stackable Premium,82.48,141.77,1714,Office Supplies,East Coast,8,2005
Magazine Rack Wire Bulk,109.42,149.82,54,Office Supplies,East Coast,9,3478
Bulletin Board Cork 36x24 Advanced,87.07,116.27,751,Office Supplies,International,6,3100
Push Pins Colored 100pk HD,75.04,131.73,1790,Office Supplies,West Coast,19,2981
Correction Tape 3pk Mini,37.48,66.78,1901,Office Supplies,South,15,2156
Glue Sticks Washable 6pk V3,2.55,3.6,785,Office Supplies,Midwest,10,2547
Index Cards Ruled 200pk Bulk,96.68,120.57,450,Office Supplies,South,20,3588
Graph Paper Pad 4x4 XL,115.15,186.11,1021,Office Supplies,South,14,2703
Legal Pads Yellow 3pk Smart,11.36,17.57,641,Office Supplies,South,6,2349
Presentation Folders 25pk Compact,60.12,101.28,1739,Office Supplies,Midwest,7,2771
Sheet Protectors 50pk XL,136.66,178.57,1121,Office Supplies,South,10,2198
Report Covers Prong 12pk Eco,56.68,93.94,1191,Office Supplies,International,6,3121
Clipboard Letter-Size Plus,132.09,237.19,1987,Office Supplies,Midwest,6,2528
Pen Holder Mesh V3,47.38,76.86,1692,Office Supplies,East Coast,9,2638
Ergonomic Office Chair Mini,975.67,1329.73,75,Furniture,Primary,2,130
Electric Standing Desk Elite,1038.97,1174.54,10,Furniture,Midwest,2,119
L-Shaped Corner Desk V3,437.94,611.82,39,Furniture,East Coast,2,111
5-Tier Bookshelf Eco,149.45,203.97,47,Furniture,Primary,2,125
3-Drawer Filing Cabinet Lite,472.79,525.6,9,Furniture,Primary,2,137
Conference Table 8-seat Ultra,636.9,717.39,93,Furniture,South,1,106
Guest Chair Padded HD,527.17,666.72,86,Furniture,Midwest,2,140
Desk Lamp Architect HD,1047.04,1374.11,32,Furniture,West Coast,2,141
Chair Floor Mat 48x36 Mini,1103.91,1460.03,25,Furniture,Midwest,1,118
Monitor Riser Wood Smart,1205.74,1542.61,45,Furniture,Midwest,1,107
Storage Cabinet Locking Standard,969.26,1338.04,95,Furniture,Midwest,1,102
Coat Rack Standing Mini,1287.69,1705.5,84,Furniture,Primary,2,178
Waste Basket Metal Pro,115.36,152.98,91,Furniture,International,1,120
Under-Desk Drawer Unit Premium,217.91,288.08,53,Furniture,South,1,153
Computer Desk Compact Max,242.4,272.73,65,Furniture,East Coast,2,151
Gaming Chair Racing Compact,1175.67,1493.74,50,Furniture,South,1,103
Recliner Leather V3,896.9,1120.2,92,Furniture,Primary,1,100
3-Seat Sofa Fabric XL,811.28,926.28,83,Furniture,East Coast,2,163
Coffee Table Glass Max,787.48,973.92,92,Furniture,East Coast,1,120
Side Table Round Pro,98.65,127.62,61,Furniture,West Coast,2,171
TV Stand 65in Smart,708.42,806.64,26,Furniture,East Coast,2,115
Shoe Rack 4-Tier Smart,512.27,608.87,25,Furniture,International,1,142
Wardrobe Sliding-Door Advanced,1242.46,1665.96,4,Furniture,South,1,180
6-Drawer Dresser Compact,56.75,68.9,38,Furniture,East Coast,1,122
Nightstand 2-Drawer Premium,52.46,70.03,40,Furniture,Midwest,2,133
Queen Bed Frame Metal Compact,980.39,1256.95,45,Furniture,Primary,1,174
Queen Memory Foam Mattress Premium,1223.4,1578.64,95,Furniture,Midwest,2,155
Dining Table 6-seat Oak Premium,313.78,353.98,51,Furniture,West Coast,2,180
Dining Chair Padded 2pk HD,1134.18,1322.64,73,Furniture,South,2,167
Bar Stool Adjustable Advanced,639.42,872.18,46,Furniture,South,2,178
Kitchen Island Cart Eco,136.1,165.61,8,Furniture,East Coast,2,116
Pantry Cabinet Tall Elite,66.44,74.84,14,Furniture,Midwest,1,171
Bathroom Vanity 36in Pro,1293.67,1610.1,77,Furniture,Primary,2,157
Mirror Cabinet LED Elite,875.02,1018.78,4,Furniture,Primary,1,142
Laundry Hamper Bamboo Premium,1204.58,1513.33,99,Furniture,South,2,131
Room Divider 4-Panel V2,1332.76,1693.75,41,Furniture,International,1,175
Accent Chair Velvet Mini,389.38,522.81,95,Furniture,East Coast,1,146
Ottoman Storage Standard,636.28,806.95,77,Furniture,International,2,111
Console Table Entryway HD,682.33,881.49,74,Furniture,East Coast,2,128
Storage Bench Entryway Compact,708.52,951.08,34,Furniture,South,2,180
All-Purpose Cleaner 1gal HD,37.89,53.65,1272,Cleaning,East Coast,47,8649
Glass Cleaner Spray 32oz XL,35.29,60.69,4431,Cleaning,East Coast,21,8574
Disinfectant Wipes 6pk Advanced,40.97,65.9,63,Cleaning,East Coast,17,7158
Floor Cleaner Concentrate Max,12.56,17.02,3628,Cleaning,West Coast,42,7106
Bathroom Cleaner Foaming HD,25.01,34.99,3510,Cleaning,Midwest,41,8713
Kitchen Degreaser Lite+,23.6,36.71,3320,Cleaning,South,27,6326
Air Freshener Refills 3pk Eco,22.62,31.32,2349,Cleaning,South,46,6333
Microfiber Cloths 12pk Lite+,16.39,21.14,2977,Cleaning,Primary,50,5821
Scrub Sponges 6pk Lite+,15.86,22.56,2751,Cleaning,East Coast,48,7574
Rubber Gloves Latex 3pk Advanced,32.1,47.97,4452,Cleaning,West Coast,39,8954
Trash Bags 13gal 50pk Lite,43.58,55.88,2434,Cleaning,International,43,6580
Paper Towels 12-Roll V2,20.43,28.84,1035,Cleaning,South,17,8235
Toilet Paper 24-Roll Smart,23.2,31.98,1885,Cleaning,Midwest,27,7511
Hand Soap Refill 1gal XL,35.85,46.1,2984,Cleaning,Primary,37,6272
Hand Sanitizer Pump 32oz Smart,19.34,29.29,3546,Cleaning,International,25,8831
Spin Mop System Pro,41.28,52.63,1742,Cleaning,South,32,8016
Angle Broom V2,4.62,6.03,1620,Cleaning,International,12,5351
Dustpan Combo Bulk,26.75,42.16,1321,Cleaning,West Coast,21,8776
Vacuum Bags 6pk Max,7.43,10.33,4485,Cleaning,International,23,6250
Dish Soap Lemon 32oz Smart,9.2,13.26,4582,Cleaning,International,13,7325
Dishwasher Pods 60pk Advanced,34.95,51.3,453,Cleaning,International,15,8295
Laundry Detergent 100oz Advanced,43.75,60.69,1721,Cleaning,West Coast,22,8727
Fabric Softener Sheets 240ct Basic,2.22,3.71,2783,Cleaning,International,24,6796
Stain Remover Spray Eco,18.11,30.62,3319,Cleaning,Midwest,35,8059
Bleach Concentrate 1gal Mini,41.93,59.25,2282,Cleaning,Primary,36,8607
Extendable Duster 10ft XL,12.54,16.64,3269,Cleaning,Midwest,12,7519
Window Squeegee 12in Lite+,38.8,66.57,3350,Cleaning,East Coast,50,7869
Toilet Brush Set Lite+,7.85,12.28,1739,Cleaning,International,35,8789
Heavy-Duty Plunger Standard,28.83,36.95,4959,Cleaning,South,19,7910
Drain Cleaner Gel 32oz XL,19.58,31.71,1307,Cleaning,International,42,6492
Lint Roller Mega 4pk Plus,9.34,12.07,2977,Cleaning,International,30,7959
Carpet Cleaner Shampoo V3,25.95,43.61,4122,Cleaning,West Coast,39,6393
Wood Polish Spray Basic,7.97,13.61,3214,Cleaning,West Coast,21,6707
Stainless Steel Cleaner V3,42.52,61.03,3963,Cleaning,West Coast,42,6093
Oven Cleaner Heavy-Duty Compact,2.11,3.23,233,Cleaning,West Coast,40,8400
Grout Cleaner Brush Set Lite,30.65,52.01,4715,Cleaning,South,16,7486
First Aid Kit 200-Piece Lite,115.65,148.16,80,Safety,International,4,1586
Fire Extinguisher ABC 5lb Premium,76.84,109.71,628,Safety,East Coast,4,1347
Safety Goggles Anti-Fog Mini,109.07,135.95,564,Safety,International,4,1532
Work Gloves Leather 12pk Eco,130.79,179.89,688,Safety,Midwest,9,1278
Hard Hat OSHA-Compliant Ultra,110.29,141.47,336,Safety,Primary,2,1492
Safety Vest Hi-Vis 10pk XL,83.56,117.31,279,Safety,West Coast,5,1653
Ear Plugs NRR32 50pk Eco,246.05,320.15,492,Safety,West Coast,9,1104
N95 Dust Masks 50pk HD,200.77,243.16,154,Safety,West Coast,2,1596
Face Shields Anti-Fog 5pk Smart,215.07,251.38,424,Safety,Primary,5,1305
Steel-Toe Work Boots XL,55.0,74.68,487,Safety,International,3,1052
Knee Pads Gel-Insert Plus,30.12,44.65,668,Safety,Midwest,6,1473
Back Support Belt Large Eco,192.33,262.55,279,Safety,Primary,5,1679
Anti-Fatigue Mat 3x5ft Premium,174.48,230.19,187,Safety,Midwest,7,1374
Wet Floor Sign Bilingual Advanced,86.18,106.79,238,Safety,International,7,1276
Traffic Cone 28in Lite+,79.33,102.16,346,Safety,East Coast,7,1478
Fire Blanket 4x6ft Smart,167.3,201.27,891,Safety,West Coast,4,1549
Smoke Detector 10-Year XL,89.33,103.28,803,Safety,International,7,1497
CO Detector Digital Smart,77.45,102.29,960,Safety,International,10,1100
Emergency Kit 72-Hour HD,102.41,123.34,929,Safety,West Coast,10,1791
Heavy-Duty Flashlight Mini,194.84,252.06,254,Safety,International,5,1759
AA Batteries 24pk Standard,112.68,141.44,486,Safety,Midwest,3,1257
AAA Batteries 24pk Elite,249.28,325.46,743,Safety,International,3,1260
Extension Cord 25ft 12AWG Lite+,168.35,222.42,838,Safety,Primary,5,1297
Power Strip 6-Outlet USB Basic,89.28,112.65,358,Safety,International,2,1530
Cable Protector Ramp V3,126.33,157.81,741,Safety,Primary,8,1037
Lockout Tagout Kit Ultra,9.27,12.63,407,Safety,Primary,3,1019
Hazmat Spill Kit 5gal Ultra,88.94,123.38,684,Safety,Primary,2,1776
Eye Wash Station Wall Ultra,188.18,278.33,481,Safety,Primary,6,1588
Flammable Storage Cabinet Lite+,137.12,191.32,192,Safety,West Coast,10,1320
4-Gas Detector Meter Mini,101.27,141.4,122,Safety,East Coast,7,1592
Small Box 8x8x8 25pk Basic,69.59,109.21,7050,Packaging,International,76,13291
Medium Box 12x12x12 25pk Eco,32.41,41.46,7119,Packaging,West Coast,82,11967
Large Box 18x18x18 15pk XL,63.59,91.43,845,Packaging,Midwest,82,10473
Bubble Wrap Roll 175ft Max,12.82,18.14,4525,Packaging,East Coast,30,17921
